,Frame number,HADDOCK score
0,1,-131.7269
1,2,-127.7837
2,3,-164.0405
3,4,-158.4901
4,5,-162.2969
5,6,-166.6918
6,7,-167.6575
7,8,-158.8159
8,9,-145.6599
9,10,-164.9558
10,11,-176.6004
11,12,-184.2376
12,13,-184.7126
13,14,-201.1849
14,15,-202.6751
15,16,-164.044
16,17,-177.2063
17,18,-171.6219
18,19,-201.269
19,20,-182.5613
20,21,-177.5221
21,22,-180.0268
22,23,-166.3075
23,24,-181.32
24,25,-181.2499
25,26,-166.827
26,27,-181.7101
27,28,-171.6838
28,29,-186.5974
29,30,-162.9785
30,31,-169.3621
31,32,-176.1912
32,33,-179.3292
33,34,-182.4328
34,35,-167.8114
35,36,-149.0171
36,37,-169.5235
37,38,-147.1392
38,39,-148.6023
39,40,-164.7447
40,41,-182.9853
41,42,-175.9767
42,43,-155.1011
43,44,-155.5699
44,45,-150.4091
45,46,-152.62
46,47,-140.1265
47,48,-152.7263
48,49,-150.6292
49,50,-163.4418
50,51,-167.7472
51,52,-142.1331
52,53,-155.3653
53,54,-144.8474
54,55,-169.7879
55,56,-143.0918
56,57,-168.7164
57,58,-170.4999
58,59,-150.8064
59,60,-139.7783
60,61,-138.2696
61,62,-117.8235
62,63,-130.3659
63,64,-136.2422
64,65,-149.9845
65,66,-147.6499
66,67,-156.9524
67,68,-160.9029
68,69,-137.0404
69,70,-141.3985
70,71,-150.6672
71,72,-148.5438
72,73,-149.0198
73,74,-153.1001
74,75,-166.409
75,76,-127.9961
76,77,-164.4333
77,78,-146.1611
78,79,-148.9811
79,80,-163.4375
80,81,-143.037
81,82,-156.9445
82,83,-118.728
83,84,-139.0995
84,85,-140.6174
85,86,-133.6346
86,87,-123.7368
87,88,-135.0156
88,89,-149.2116
89,90,-136.8882
90,91,-153.2875
91,92,-140.2653
92,93,-155.0318
93,94,-144.4061
94,95,-143.5768
95,96,-151.769
96,97,-134.1749
97,98,-138.3553
98,99,-127.4967
99,100,-130.4575
