sampling_time_ns,av_dg_kcal_mol,std_dev_kcal_mol,sem_kcal_mol
10,-3.6594987654261057,0.053371955211071936,0.030814312708289035
12,-3.6802307378730195,0.04804999615730889,0.027741678215982776
14,-3.6920026489148596,0.050934786718339266,0.029407212822949353
16,-3.691646176195388,0.029792360746627097,0.017200627496859595
18,-3.688891796173276,0.027533283411559615,0.0158963485893382
20,-3.697470966148204,0.027547406482199603,0.015904502547973983
