#Coor		Free	+/-		Prob		+/-
0.021600	inf	-nan	0.000000	-nan
0.024800	inf	-nan	0.000000	-nan
0.028000	inf	-nan	0.000000	-nan
0.031200	inf	-nan	0.000000	-nan
0.034400	inf	-nan	0.000000	-nan
0.037600	inf	-nan	0.000000	-nan
0.040800	inf	-nan	0.000000	-nan
0.044000	inf	-nan	0.000000	-nan
0.047200	inf	-nan	0.000000	-nan
0.050400	inf	-nan	0.000000	-nan
0.053600	inf	-nan	0.000000	-nan
0.056800	inf	-nan	0.000000	-nan
0.060000	inf	-nan	0.000000	-nan
0.063200	inf	-nan	0.000000	-nan
0.066400	inf	-nan	0.000000	-nan
0.069600	inf	-nan	0.000000	-nan
0.072800	inf	-nan	0.000000	-nan
0.076000	inf	-nan	0.000000	-nan
0.079200	inf	-nan	0.000000	-nan
0.082400	inf	-nan	0.000000	-nan
0.085600	inf	-nan	0.000000	-nan
0.088800	inf	-nan	0.000000	-nan
0.092000	inf	-nan	0.000000	-nan
0.095200	inf	-nan	0.000000	-nan
0.098400	inf	-nan	0.000000	-nan
0.101600	inf	-nan	0.000000	-nan
0.104800	8.061913	-nan	0.000000	-nan
0.108000	7.612453	-nan	0.000000	-nan
0.111200	6.483532	-nan	0.000001	-nan
0.114400	5.399005	-nan	0.000007	-nan
0.117600	4.632469	-nan	0.000025	-nan
0.120800	3.958841	-nan	0.000077	-nan
0.124000	3.401305	-nan	0.000198	-nan
0.127200	2.828135	-nan	0.000518	-nan
0.130400	2.355216	-nan	0.001148	-nan
0.133600	1.941622	-nan	0.002300	-nan
0.136800	1.599150	-nan	0.004090	-nan
0.140000	1.302520	-nan	0.006734	-nan
0.143200	1.050520	-nan	0.010287	-nan
0.146400	0.854085	-nan	0.014312	-nan
0.149600	0.692502	-nan	0.018778	-nan
0.152800	0.550466	-nan	0.023842	-nan
0.156000	0.435097	-nan	0.028945	-nan
0.159200	0.356425	-nan	0.033037	-nan
0.162400	0.301468	-nan	0.036235	-nan
0.165600	0.235300	-nan	0.040498	-nan
0.168800	0.199500	-nan	0.043010	-nan
0.172000	0.152273	-nan	0.046564	-nan
0.175200	0.108639	-nan	0.050108	-nan
0.178400	0.063563	-nan	0.054052	-nan
0.181600	0.029250	-nan	0.057262	-nan
0.184800	0.012240	-nan	0.058923	-nan
0.188000	0.000000	-nan	0.060148	-nan
0.191200	0.014260	-nan	0.058723	-nan
0.194400	0.072156	-nan	0.053277	-nan
0.197600	0.127638	-nan	0.048533	-nan
0.200800	0.225885	-nan	0.041144	-nan
0.204000	0.351879	-nan	0.033291	-nan
0.207200	0.503747	-nan	0.025790	-nan
0.210400	0.658373	-nan	0.019887	-nan
0.213600	0.764119	-nan	0.016648	-nan
0.216800	0.843853	-nan	0.014560	-nan
0.220000	0.873577	-nan	0.013850	-nan
0.223200	0.907172	-nan	0.013090	-nan
0.226400	0.936705	-nan	0.012456	-nan
0.229600	0.990359	-nan	0.011381	-nan
0.232800	1.079935	-nan	0.009790	-nan
0.236000	1.185789	-nan	0.008195	-nan
0.239200	1.324292	-nan	0.006492	-nan
0.242400	1.478877	-nan	0.005007	-nan
0.245600	1.613569	-nan	0.003992	-nan
0.248800	1.762399	-nan	0.003109	-nan
0.252000	1.951726	-nan	0.002261	-nan
0.255200	2.108333	-nan	0.001738	-nan
0.258400	2.257019	-nan	0.001354	-nan
0.261600	2.471329	-nan	0.000944	-nan
0.264800	2.651299	-nan	0.000698	-nan
0.268000	2.812926	-nan	0.000532	-nan
0.271200	2.978445	-nan	0.000403	-nan
0.274400	3.124629	-nan	0.000315	-nan
0.277600	3.244290	-nan	0.000257	-nan
0.280800	3.337608	-nan	0.000220	-nan
0.284000	3.437877	-nan	0.000186	-nan
0.287200	3.542654	-nan	0.000156	-nan
0.290400	3.619699	-nan	0.000137	-nan
0.293600	3.714459	-nan	0.000117	-nan
0.296800	3.922841	-nan	0.000082	-nan
0.300000	3.960425	-nan	0.000077	-nan
0.303200	4.171841	-nan	0.000054	-nan
0.306400	4.305978	-nan	0.000043	-nan
0.309600	4.444294	-nan	0.000034	-nan
0.312800	4.521021	-nan	0.000030	-nan
0.316000	4.708308	-nan	0.000022	-nan
0.319200	4.952538	-nan	0.000015	-nan
0.322400	5.201782	-nan	0.000010	-nan
0.325600	6.103068	-nan	0.000002	-nan
0.328800	7.390476	-nan	0.000000	-nan
0.332000	inf	-nan	0.000000	-nan
0.335200	inf	-nan	0.000000	-nan
0.338400	6.891277	-nan	0.000001	-nan
#Window		Free	+/-	
#0	0.000000	-nan
#1	-1.367146	-nan
#2	-2.562018	-nan
#3	-3.587912	-nan
#4	-4.448710	-nan
#5	-5.148760	-nan
#6	-5.692579	-nan
#7	-6.084474	-nan
#8	-6.328292	-nan
#9	-6.427606	-nan
#10	-6.386501	-nan
#11	-6.210707	-nan
#12	-5.908302	-nan
#13	-5.489078	-nan
#14	-4.962598	-nan
#15	-4.337068	-nan
#16	-3.621295	-nan
