sampling_time_ns,dg_repeat1,dg_repeat2,dg_repeat3,av_dg_kcal_mol,std_dev_kcal_mol,sem_kcal_mol
10,-11.528493812324545,-9.8727440559429,-11.02216072655113,-10.807799531606191,0.8484337660437237,0.48984346321491185
12,-11.200138951199298,-11.309033489956477,-11.002018932382404,-11.170397124512727,0.15565319409376563,0.08986641351026066
14,-11.363142401789812,-11.555542608345574,-11.227557940975109,-11.382080983703498,0.16481046059399493,0.09515336378920919
16,-11.206833356470312,-11.767382692497083,-10.8257453622365,-11.266653803734632,0.47366030007616977,0.27346790175341557
18,-11.20378867374938,-11.768298144253423,-10.562059423357455,-11.178048747120085,0.6035311680554254,0.34844888234112914
20,-11.050572523789429,-11.9194998005789,-10.657261117343957,-11.209111147237428,0.6458811769259577,0.372899671362714
22,-10.723450257201458,-12.160830007024842,-10.423335788840571,-11.102538684355622,0.9287101626759593,0.5361910624201063
24,-10.764561099795424,-12.011533971750628,-10.466082010896104,-11.080725694147384,0.8198020973799586,0.4733129616045389
26,-10.606882298810024,-11.842052942330014,-10.720066983101091,-11.056334074747042,0.6828017994604412,0.3942158027216466
28,-10.588705285838452,-11.597703798362788,-10.835322558667526,-11.007243880956255,0.5260106513771461,0.3036923911692057
30,-10.512209908950634,-11.561202167571595,-11.111223918589443,-11.061545331703892,0.526257694630573,0.30383502165807325
