CV,equilibration_time_ns
0.0,7.0625
0.2,7.3485000000000005
0.4,3.4045
0.6,3.6895000000000002
0.8,6.2845
1.0,0.0
1.2,8.8215
1.4,6.7215
1.6,4.6185
1.8,3.5255
2.0,2.0495
2.2,6.8535
2.4,8.668000000000001
2.6,8.2955
2.8,8.896
3.0,8.401
3.2,4.332
3.4,1.355
3.6,5.308
3.8,6.042
