sampling_time_ns,av_dg_kcal_mol,std_dev_kcal_mol,sem_kcal_mol
10,-4.9843138237129985,0.2097250808063585,0.1210848318593671
12,-5.072829422299214,0.2498604877059902,0.14425701983690464
14,-5.108525720402375,0.2938954728021893,0.16968063033595635
16,-5.154719664746338,0.3398406437640375,0.19620708715874277
18,-5.247351412533175,0.36780687043797594,0.21235339565715922
20,-5.327988446381961,0.37310499616686754,0.21541226997293528
