,Frame number,HADDOCK score
0,1,-165.2629
1,2,-163.6289
2,3,-173.0404
3,4,-161.0091
4,5,-170.1698
5,6,-173.5679
6,7,-153.6047
7,8,-176.6765
8,9,-188.9637
9,10,-179.2983
10,11,-170.9371
11,12,-182.9559
12,13,-171.9271
13,14,-169.0579
14,15,-153.3262
15,16,-147.6518
16,17,-160.6807
17,18,-166.3949
18,19,-176.487
19,20,-168.5871
20,21,-175.4286
21,22,-141.3398
22,23,-155.9382
23,24,-153.4711
24,25,-181.2899
25,26,-168.3891
26,27,-176.5581
27,28,-179.6097
28,29,-183.3198
29,30,-152.6001
30,31,-187.3626
31,32,-180.228
32,33,-155.8482
33,34,-181.0929
34,35,-171.758
35,36,-154.9921
36,37,-148.3548
37,38,-147.2104
38,39,-188.7869
39,40,-179.3649
40,41,-159.7016
41,42,-229.9459
42,43,-181.8979
43,44,-180.0457
44,45,-155.8531
45,46,-166.2689
46,47,-181.5661
47,48,-159.0045
48,49,-153.8341
49,50,-140.025
50,51,-149.6677
51,52,-159.9175
52,53,-148.1313
53,54,-159.1495
54,55,-165.5711
55,56,-198.9129
56,57,-179.5104
57,58,-171.9355
58,59,-175.7332
59,60,-181.8198
60,61,-176.0819
61,62,-180.1513
62,63,-174.2252
63,64,-195.2595
64,65,-178.6066
65,66,-186.4312
66,67,-196.6014
67,68,-167.8417
68,69,-182.6689
69,70,-185.2461
70,71,-181.2334
71,72,-186.3272
72,73,-144.7316
73,74,-170.9454
74,75,-196.0091
75,76,-182.7299
76,77,-173.6611
77,78,-173.6167
78,79,-175.9012
79,80,-166.5947
80,81,-165.9378
81,82,-171.532
82,83,-169.4031
83,84,-172.8171
84,85,-177.556
85,86,-173.5399
86,87,-175.6804
87,88,-147.046
88,89,-154.2212
89,90,-180.9605
90,91,-176.2615
91,92,-182.7467
92,93,-182.4156
93,94,-171.9179
94,95,-184.6983
95,96,-191.0718
96,97,-179.0985
97,98,-160.2855
98,99,-181.9916
99,100,-185.0738
