,Frame number,HADDOCK score
0,1,-85.5709
1,2,-85.8068
2,3,-88.7799
3,4,-85.0535
4,5,-91.9618
5,6,-84.7958
6,7,-79.3821
7,8,-77.3136
8,9,-76.436
9,10,-76.0972
10,11,-72.2205
11,12,-84.1086
12,13,-70.2883
13,14,-82.4694
14,15,-79.9815
15,16,-79.5744
16,17,-77.1033
17,18,-65.5199
18,19,-70.2336
19,20,-72.6824
20,21,-74.0689
21,22,-68.3251
22,23,-75.5633
23,24,-75.0736
24,25,-74.654
25,26,-80.0812
26,27,-82.4699
27,28,-89.5388
28,29,-76.8818
29,30,-82.4679
30,31,-82.4567
31,32,-75.2696
32,33,-70.7912
33,34,-74.1441
34,35,-68.3192
35,36,-74.1704
36,37,-85.7907
37,38,-73.0712
38,39,-78.1819
39,40,-77.2992
40,41,-71.6765
41,42,-84.2529
42,43,-77.3078
43,44,-76.259
44,45,-75.152
45,46,-72.2635
46,47,-83.5901
47,48,-77.3293
48,49,-76.8796
49,50,-82.3859
50,51,-72.6624
51,52,-75.6223
52,53,-75.3976
53,54,-75.5073
54,55,-68.2046
55,56,-76.301
56,57,-74.6416
57,58,-74.1892
58,59,-69.5436
59,60,-80.9729
60,61,-76.3264
61,62,-69.022
62,63,-74.6915
63,64,-79.6113
64,65,-84.2795
65,66,-74.3963
66,67,-84.3349
67,68,-76.0016
68,69,-74.5069
69,70,-83.9946
70,71,-78.3551
71,72,-76.6437
72,73,-76.353
73,74,-70.1988
74,75,-77.7116
75,76,-66.0157
76,77,-62.6261
77,78,-67.1736
78,79,-74.1174
79,80,-76.3762
80,81,-74.9664
81,82,-64.567
82,83,-72.0783
83,84,-71.0654
84,85,-61.8282
85,86,-71.7916
86,87,-79.3603
87,88,-79.9081
88,89,-75.1517
89,90,-73.1791
90,91,-73.7768
91,92,-80.3316
92,93,-66.9666
93,94,-60.8675
94,95,-71.6687
95,96,-74.2694
96,97,-72.078
97,98,-75.9395
98,99,-65.336
99,100,-74.2932
