,Frame number,HADDOCK score
0,1,-100.1292
1,2,-97.0103
2,3,-98.1049
3,4,-102.6257
4,5,-96.6684
5,6,-95.726
6,7,-85.8524
7,8,-93.9762
8,9,-89.5888
9,10,-116.4008
10,11,-107.7238
11,12,-97.5544
12,13,-90.6888
13,14,-105.4649
14,15,-91.735
15,16,-111.7195
16,17,-104.6861
17,18,-109.9752
18,19,-104.3369
19,20,-120.9469
20,21,-122.2083
21,22,-115.1259
22,23,-107.4885
23,24,-127.1624
24,25,-113.3649
25,26,-94.8469
26,27,-118.7291
27,28,-113.0493
28,29,-111.642
29,30,-114.3152
30,31,-115.8531
31,32,-120.0698
32,33,-111.8929
33,34,-104.0513
34,35,-125.1626
35,36,-104.8882
36,37,-114.0904
37,38,-112.1351
38,39,-103.2822
39,40,-106.9661
40,41,-91.6902
41,42,-100.3594
42,43,-118.5669
43,44,-104.9855
44,45,-111.1576
45,46,-108.93
46,47,-113.5962
47,48,-106.0403
48,49,-100.1091
49,50,-95.73
50,51,-101.2729
51,52,-97.4003
52,53,-112.4841
53,54,-113.9518
54,55,-117.6391
55,56,-117.4675
56,57,-121.9989
57,58,-119.0881
58,59,-110.9823
59,60,-104.6256
60,61,-107.9442
61,62,-97.6851
62,63,-110.5462
63,64,-117.4896
64,65,-115.5931
65,66,-119.2324
66,67,-99.0327
67,68,-111.852
68,69,-110.1298
69,70,-113.4617
70,71,-110.7972
71,72,-115.9029
72,73,-115.923
73,74,-107.4265
74,75,-125.2213
75,76,-113.6764
76,77,-119.891
77,78,-128.2956
78,79,-116.4186
79,80,-113.9985
80,81,-116.3953
81,82,-117.1667
82,83,-121.0736
83,84,-112.2048
84,85,-121.9638
85,86,-104.2504
86,87,-125.7848
87,88,-123.6639
88,89,-119.2894
89,90,-107.3126
90,91,-131.3001
91,92,-131.8191
92,93,-120.7785
93,94,-98.9176
94,95,-107.8134
95,96,-95.5774
96,97,-112.4563
97,98,-111.5674
98,99,-107.4587
99,100,-113.1909
