sampling_time_ns,dg_kcal_mol
10,-16.336152187562533
12,-16.5756907922712
14,-16.68934830878689
16,-16.858442349746262
18,-16.646534172351874
20,-16.49177163554199
22,-16.557416079896427
24,-16.57279609428344
26,-16.74924999194394
28,-17.084735639009917
30,-17.238820381742936
