,Frame number,HADDOCK score
0,1,-80.06
1,2,-70.4887
2,3,-91.3946
3,4,-82.3817
4,5,-108.5788
5,6,-82.521
6,7,-96.4962
7,8,-96.1104
8,9,-83.4412
9,10,-93.687
10,11,-82.1387
11,12,-79.655
12,13,-97.2272
13,14,-94.0319
14,15,-86.5492
15,16,-108.9855
16,17,-84.327
17,18,-93.746
18,19,-78.6504
19,20,-91.2952
20,21,-77.2665
21,22,-87.5235
22,23,-97.6124
23,24,-90.6134
24,25,-76.9804
25,26,-94.2229
26,27,-93.5788
27,28,-120.0617
28,29,-80.1202
29,30,-89.3419
30,31,-86.0606
31,32,-87.158
32,33,-84.5258
33,34,-89.2195
34,35,-85.6215
35,36,-93.186
36,37,-82.8051
37,38,-75.7647
38,39,-86.7317
39,40,-86.6458
40,41,-72.2606
41,42,-83.191
42,43,-89.2229
43,44,-90.6358
44,45,-89.3628
45,46,-76.0795
46,47,-70.7269
47,48,-82.2546
48,49,-87.4734
49,50,-67.1973
50,51,-72.5387
51,52,-74.8981
52,53,-71.2947
53,54,-74.1899
54,55,-72.9779
55,56,-67.215
56,57,-78.7811
57,58,-71.756
58,59,-76.2006
59,60,-105.5867
60,61,-83.7871
61,62,-100.1493
62,63,-85.8276
63,64,-107.7239
64,65,-76.4542
65,66,-84.1392
66,67,-90.6031
67,68,-94.2739
68,69,-103.9012
69,70,-82.1205
70,71,-77.3577
71,72,-74.1418
72,73,-75.1881
73,74,-88.0697
74,75,-67.4719
75,76,-80.8557
76,77,-68.8858
77,78,-85.1088
78,79,-88.8087
79,80,-88.974
80,81,-85.9488
81,82,-68.0474
82,83,-77.9567
83,84,-71.9182
84,85,-76.0217
85,86,-108.2373
86,87,-103.9613
87,88,-89.1657
88,89,-83.8284
89,90,-80.0709
90,91,-75.9557
91,92,-96.2461
92,93,-87.4192
93,94,-65.3261
94,95,-86.8402
95,96,-67.4872
96,97,-87.301
97,98,-66.4365
98,99,-59.4306
99,100,-65.8351
