sampling_time_ns,dg_kcal_mol
10,-15.479312882990607
12,-16.03731233492348
14,-16.444411526456264
16,-16.841908324236996
18,-16.485543349270294
20,-16.73690527439354
22,-16.860880206407398
24,-17.225454157647277
26,-17.157167967250828
28,-17.156565036159904
30,-17.18429639733568
