sampling_time_ns,av_dg_kcal_mol,std_dev_kcal_mol,sem_kcal_mol
10,-1.8342019682644848,0.12248230948305246,0.0707151943510074
12,-1.8636848517872344,0.12652319737919765,0.07304820206561193
14,-1.883848711521524,0.1077616389039892,0.062216211229533414
16,-1.8948819358362716,0.09902017287950395,0.05716932346718489
18,-1.8951559564547154,0.0858196753856425,0.049548012685667005
20,-1.8994545418966842,0.07955879910197394,0.04593329407792802
