,Frame number,HADDOCK score
0,1,-158.8884
1,2,-158.1193
2,3,-167.5656
3,4,-186.4333
4,5,-157.4622
5,6,-176.7326
6,7,-172.0091
7,8,-157.4495
8,9,-192.696
9,10,-151.009
10,11,-158.4179
11,12,-158.8601
12,13,-145.3761
13,14,-168.9076
14,15,-173.088
15,16,-149.2973
16,17,-161.3857
17,18,-153.6199
18,19,-158.9572
19,20,-155.0934
20,21,-153.9201
21,22,-142.0814
22,23,-149.1721
23,24,-150.4867
24,25,-167.8466
25,26,-168.124
26,27,-190.4608
27,28,-178.0906
28,29,-195.4929
29,30,-180.9057
30,31,-172.8151
31,32,-184.0019
32,33,-192.8098
33,34,-165.6619
34,35,-166.0042
35,36,-168.0161
36,37,-177.3731
37,38,-158.0625
38,39,-160.8851
39,40,-162.077
40,41,-176.0541
41,42,-156.9294
42,43,-165.3556
43,44,-165.3627
44,45,-171.5871
45,46,-169.402
46,47,-173.1578
47,48,-170.064
48,49,-174.2763
49,50,-167.143
50,51,-166.3608
51,52,-157.6914
52,53,-156.7487
53,54,-153.0652
54,55,-160.3105
55,56,-155.8124
56,57,-157.1928
57,58,-158.7676
58,59,-164.3758
59,60,-160.8929
60,61,-165.0811
61,62,-174.3851
62,63,-167.4779
63,64,-157.7006
64,65,-169.4156
65,66,-170.7011
66,67,-180.4304
67,68,-184.5156
68,69,-170.1138
69,70,-165.7693
70,71,-166.5587
71,72,-175.7129
72,73,-166.4448
73,74,-173.8051
74,75,-178.9879
75,76,-168.7414
76,77,-192.6674
77,78,-171.556
78,79,-182.0
79,80,-191.4215
80,81,-182.2161
81,82,-157.6477
82,83,-182.0356
83,84,-168.8867
84,85,-164.6022
85,86,-169.6654
86,87,-186.3013
87,88,-153.5292
88,89,-172.0498
89,90,-158.6978
90,91,-180.3018
91,92,-168.3595
92,93,-168.4436
93,94,-179.3144
94,95,-159.58
95,96,-180.0881
96,97,-168.7751
97,98,-182.219
98,99,-182.7502
99,100,-163.0943
