#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
441000,1763.9999999859344,-677853.721812617,131720.59947744483,-546133.1223351723,301.62110095940824,520.3953654581676,1.0033649631677077,525
442000,1767.9999999858398,-677316.9283147142,131520.30805021088,-545796.6202645034,301.1624625912661,520.3953654581676,1.0033649631677077,525
443000,1771.9999999857453,-677375.8468895312,130931.55773551369,-546444.2891540176,299.81430961584965,520.3953654581676,1.0033649631677077,525
444000,1775.9999999856507,-677625.1240724637,132124.7301085671,-545500.3939638967,302.5465015905479,520.3953654581676,1.0033649631677077,525
445000,1779.999999985556,-676257.6082535731,132145.74330675864,-544111.8649468145,302.5946187719026,520.3953654581676,1.0033649631677077,524
446000,1783.9999999854615,-676309.0576535692,131844.16944999294,-544464.8882035762,301.9040583048299,520.3953654581676,1.0033649631677077,525
447000,1787.999999985367,-677215.5724996962,131249.3516337577,-545966.2208659385,300.54201162940564,520.3953654581676,1.0033649631677077,525
448000,1791.9999999852723,-676228.6222295864,130925.57885956997,-545303.0433700164,299.8006188556208,520.3953654581676,1.0033649631677077,524
449000,1795.9999999851777,-676799.0405531684,130950.48860623833,-545848.5519469301,299.8576585688056,520.3953654581676,1.0033649631677077,525
450000,1799.9999999850832,-677041.2682140116,131002.62965546403,-546038.6385585475,299.97705402202274,520.3953654581676,1.0033649631677077,524
451000,1803.9999999849886,-676726.5059422418,131803.98334728135,-544922.5225949604,301.81203794817174,520.3953654581676,1.0033649631677077,524
452000,1807.999999984894,-679537.3396353219,131934.38421146816,-547602.9554238537,302.1106370464003,520.3953654581676,1.0033649631677077,525
453000,1811.9999999847994,-678790.921769686,132791.21285824475,-545999.7089114413,304.07265058717957,520.3953654581676,1.0033649631677077,524
454000,1815.9999999847048,-677124.9870465216,130161.70548787367,-546963.281558648,298.0514594357681,520.3953654581676,1.0033649631677077,524
455000,1819.9999999846102,-676898.9595555519,130880.99748504686,-546017.962070505,299.6985339629063,520.3953654581676,1.0033649631677077,524
456000,1823.9999999845156,-677048.031988793,131143.36541935877,-545904.6665694343,300.29931854419084,520.3953654581676,1.0033649631677077,524
457000,1827.999999984421,-677688.1563166748,131350.2061437487,-546337.9501729261,300.7729538545465,520.3953654581676,1.0033649631677077,524
458000,1831.9999999843265,-678306.2623681482,131870.50867759017,-546435.753690558,301.9643713223671,520.3953654581676,1.0033649631677077,524
459000,1835.9999999842319,-676295.2901693545,131277.6727435143,-545017.6174258402,300.60686287013084,520.3953654581676,1.0033649631677077,524
460000,1839.9999999841373,-676640.3700165781,131239.56579354586,-545400.8042230322,300.5196034722137,520.3953654581676,1.0033649631677077,524
461000,1843.9999999840427,-677748.8931693952,131015.2632523225,-546733.6299170726,300.00598312960835,520.3953654581676,1.0033649631677077,524
462000,1847.999999983948,-676478.8893751693,131301.0152233002,-545177.8741518691,300.66031376907966,520.3953654581676,1.0033649631677077,524
463000,1851.9999999838535,-676601.66175124,131475.97904784582,-545125.6827033942,301.06095559425256,520.3953654581676,1.0033649631677077,524
464000,1855.999999983759,-678194.3319086363,130179.02220183105,-548015.3097068053,298.09111220344107,520.3953654581676,1.0033649631677077,524
465000,1859.9999999836643,-678490.4389936454,131040.34494055249,-547450.0940530929,300.0634165640739,520.3953654581676,1.0033649631677077,524
466000,1863.9999999835698,-675140.2281862102,131611.12509467488,-543529.1030915353,301.3704204736762,520.3953654581676,1.0033649631677077,524
467000,1867.9999999834752,-676789.4243361377,132293.82566897024,-544495.5986671675,302.93370594050134,520.3953654581676,1.0033649631677077,524
468000,1871.9999999833806,-678685.0870335824,131317.28054382466,-547367.8064897577,300.69755899802266,520.3953654581676,1.0033649631677077,524
469000,1875.999999983286,-677875.4874949162,132300.37222125736,-545575.1152736589,302.94869659736264,520.3953654581676,1.0033649631677077,524
470000,1879.9999999831914,-677021.3416945348,130427.803080054,-546593.5386144808,298.6607843935536,520.3953654581676,1.0033649631677077,524
471000,1883.9999999830968,-677125.7736688713,131681.370293524,-545444.4033753473,301.53127180822855,520.3953654581676,1.0033649631677077,524
472000,1887.9999999830022,-678388.5772684775,132384.8933819966,-546003.683886481,303.1422378176249,520.3953654581676,1.0033649631677077,524
473000,1891.9999999829076,-677793.3450270467,131589.39932269236,-546203.9457043544,301.32067160151377,520.3953654581676,1.0033649631677077,524
474000,1895.999999982813,-676713.0007249652,131725.3714755501,-544987.6292494151,301.6320281441311,520.3953654581676,1.0033649631677077,524
475000,1899.9999999827185,-677308.2630513418,130947.70591246884,-546360.5571388729,299.8512866029801,520.3953654581676,1.0033649631677077,523
476000,1903.9999999826239,-678449.0524697159,130382.49927841296,-548066.553191303,298.5570452473394,520.3953654581676,1.0033649631677077,523
477000,1907.9999999825293,-677137.9831330972,131671.96310005893,-545466.0200330382,301.5097306972624,520.3953654581676,1.0033649631677077,524
478000,1911.9999999824347,-678673.7929476476,131738.68187624033,-546935.1110714073,301.66250703449685,520.3953654581676,1.0033649631677077,523
479000,1915.9999999823401,-678328.5126557252,131607.5712157709,-546720.9414399543,301.3622826055527,520.3953654581676,1.0033649631677077,523
480000,1919.9999999822455,-678043.3063841681,131240.8195919292,-546802.4867922389,300.5224744889739,520.3953654581676,1.0033649631677077,523
481000,1923.999999982151,-677141.463403732,131931.8013378642,-545209.6620658678,302.1047226398218,520.3953654581676,1.0033649631677077,523
482000,1927.9999999820564,-676193.0975397425,131929.6548961104,-544263.4426436321,302.09980759898923,520.3953654581676,1.0033649631677077,523
483000,1931.9999999819618,-678538.2252753046,131074.79935466405,-547463.4259206406,300.1423121837299,520.3953654581676,1.0033649631677077,523
484000,1935.9999999818672,-679222.8367919596,131772.41064278327,-547450.4261491763,301.73974102628745,520.3953654581676,1.0033649631677077,523
485000,1939.9999999817726,-677381.1561633586,131931.45613007905,-545449.7000332796,302.10393216397654,520.3953654581676,1.0033649631677077,523
486000,1943.999999981678,-677785.1288777944,131858.19559900026,-545926.9332787942,301.93617615520856,520.3953654581676,1.0033649631677077,523
487000,1947.9999999815834,-677122.8097756915,130275.53805949481,-546847.2717161967,298.3121195429466,520.3953654581676,1.0033649631677077,523
488000,1951.9999999814888,-678129.7682866189,131978.80233834882,-546150.96594827,302.2123481256502,520.3953654581676,1.0033649631677077,523
489000,1955.9999999813942,-676826.9688565703,131956.7782685716,-544870.1905879987,302.16191619472846,520.3953654581676,1.0033649631677077,523
490000,1959.9999999812997,-677457.1136734746,131933.567684385,-545523.5459890896,302.1087673176049,520.3953654581676,1.0033649631677077,523
491000,1963.999999981205,-677293.9261727696,132188.26656489616,-545105.6596078735,302.69199087608905,520.3953654581676,1.0033649631677077,523
492000,1967.9999999811105,-677303.56946427,131432.59692192118,-545870.9725423488,300.9616168071892,520.3953654581676,1.0033649631677077,523
493000,1971.999999981016,-678402.0793483723,131562.3901739203,-546839.689174452,301.2588245614842,520.3953654581676,1.0033649631677077,523
494000,1975.9999999809213,-678600.4963588556,131078.38662118348,-547522.1097376721,300.1505265046586,520.3953654581676,1.0033649631677077,523
495000,1979.9999999808267,-678253.9485093863,130800.3991366192,-547453.5493727671,299.513975414853,520.3953654581676,1.0033649631677077,523
496000,1983.9999999807321,-678192.9929223107,131319.70805611694,-546873.2848661938,300.7031176496921,520.3953654581676,1.0033649631677077,523
497000,1987.9999999806375,-677908.4451563731,131875.98350373073,-546032.4616526423,301.9769078815281,520.3953654581676,1.0033649631677077,523
498000,1991.999999980543,-678664.987436716,131884.84513434517,-546780.1423023709,301.9971997325585,520.3953654581676,1.0033649631677077,523
499000,1995.9999999804484,-678673.5577680501,130339.02230298682,-548334.5354650633,298.4574892686509,520.3953654581676,1.0033649631677077,523
500000,1999.9999999803538,-677192.1968268738,131538.4711721401,-545653.7256547337,301.2040535106431,520.3953654581676,1.0033649631677077,523
501000,2003.9999999802592,-678358.6572955744,132086.78862825636,-546271.868667318,302.4596210941885,520.3953654581676,1.0033649631677077,523
502000,2007.9999999801646,-678759.6923673502,132313.28844598238,-546446.4039213678,302.978272881841,520.3953654581676,1.0033649631677077,523
503000,2011.99999998007,-677280.4974087393,131173.3725933896,-546107.1248153497,300.3680306279785,520.3953654581676,1.0033649631677077,523
504000,2015.9999999799754,-676812.8021860346,131047.23824837618,-545765.5639376584,300.07920124090714,520.3953654581676,1.0033649631677077,523
505000,2019.9999999798808,-678456.7144615445,131287.13152174343,-547169.582939801,300.6285221027377,520.3953654581676,1.0033649631677077,522
506000,2023.9999999797863,-677245.9519939618,131477.2426433328,-545768.709350629,301.0638490449616,520.3953654581676,1.0033649631677077,523
507000,2027.9999999796917,-677579.3274297263,132066.2545362811,-545513.0728934451,302.4126009966992,520.3953654581676,1.0033649631677077,523
508000,2031.999999979597,-678165.6418374437,131762.78774167632,-546402.8540957674,301.7177059760537,520.3953654581676,1.0033649631677077,522
509000,2035.9999999795025,-678362.1343028178,131470.5232701192,-546891.6110326985,301.04846265320145,520.3953654581676,1.0033649631677077,523
510000,2039.999999979408,-677682.9109341237,131472.92539976948,-546209.9855343542,301.0539631822959,520.3953654581676,1.0033649631677077,522
511000,2043.9999999793133,-678209.4158179099,130469.01586699544,-547740.3999509144,298.7551557084444,520.3953654581676,1.0033649631677077,522
512000,2047.9999999792187,-678439.7821604726,131908.53212010558,-546531.250040367,302.0514395003079,520.3953654581676,1.0033649631677077,523
513000,2051.9999999791244,-676793.0587532884,131817.58149495782,-544975.4772583306,301.84317573747313,520.3953654581676,1.0033649631677077,522
514000,2055.99999997903,-677045.5569102252,132075.88950831402,-544969.6674019112,302.4346636876056,520.3953654581676,1.0033649631677077,522
515000,2059.999999978935,-677326.4256329802,130945.96932834682,-546380.4563046334,299.84731007678096,520.3953654581676,1.0033649631677077,522
516000,2063.9999999788406,-678949.9229449895,131063.06984382891,-547886.8531011606,300.115453302235,520.3953654581676,1.0033649631677077,522
517000,2067.999999978746,-676717.9042393845,131939.67718285503,-544778.2270565294,302.1227571845061,520.3953654581676,1.0033649631677077,522
518000,2071.9999999786514,-677569.0966618368,132033.02095406357,-545536.0757077732,302.33650090531603,520.3953654581676,1.0033649631677077,522
519000,2075.999999978557,-677662.3268624232,130960.9397736468,-546701.3870887764,299.8815902289451,520.3953654581676,1.0033649631677077,522
520000,2079.9999999784623,-676938.3350624791,131343.75822245583,-545594.5768400233,300.7581890483812,520.3953654581676,1.0033649631677077,522
521000,2083.9999999783677,-677984.6478002211,131804.150581831,-546180.4972183901,301.8124208910765,520.3953654581676,1.0033649631677077,522
522000,2087.999999978273,-677911.6509894859,130869.15898681687,-547042.492002669,299.6714255160574,520.3953654581676,1.0033649631677077,522
523000,2091.9999999781785,-679665.2441162243,131380.91342588916,-548284.3306903352,300.8432690845365,520.3953654581676,1.0033649631677077,522
524000,2095.999999978084,-678490.5017743651,131524.34696126764,-546966.1548130974,301.1717111127916,520.3953654581676,1.0033649631677077,522
525000,2099.9999999779893,-677582.3124860353,131558.33220325864,-546023.9802827766,301.2495323962231,520.3953654581676,1.0033649631677077,522
526000,2103.9999999778947,-677300.4212385206,131495.54692401824,-545804.8743145023,301.1057631974519,520.3953654581676,1.0033649631677077,522
527000,2107.9999999778,-677362.2170634563,131346.45844901155,-546015.7586144448,300.76437217622765,520.3953654581676,1.0033649631677077,522
528000,2111.9999999777056,-677504.7199682654,131485.2739384413,-546019.4460298241,301.08223954790776,520.3953654581676,1.0033649631677077,522
529000,2115.999999977611,-676190.2588295927,132128.44374959604,-544061.8150799967,302.5550052908056,520.3953654581676,1.0033649631677077,522
530000,2119.9999999775164,-677200.6447174605,130603.94202008937,-546596.7026973711,299.06411706305295,520.3953654581676,1.0033649631677077,522
531000,2123.999999977422,-675975.4647894027,131563.10206371796,-544412.3627256847,301.26045468604616,520.3953654581676,1.0033649631677077,522
532000,2127.999999977327,-678124.1290664836,131615.5959889436,-546508.53307754,301.3806581742101,520.3953654581676,1.0033649631677077,522
533000,2131.9999999772326,-679941.2526497878,131769.94549908867,-548171.3071506992,301.7340962041553,520.3953654581676,1.0033649631677077,522
534000,2135.999999977138,-677719.404367906,131034.1761186363,-546685.2282492698,300.0492908550704,520.3953654581676,1.0033649631677077,522
535000,2139.9999999770434,-678625.0345555712,130944.37935037632,-547680.6552051948,299.84366925744166,520.3953654581676,1.0033649631677077,522
536000,2143.999999976949,-678983.9190221708,132343.7438667009,-546640.1751554699,303.0480113856418,520.3953654581676,1.0033649631677077,522
537000,2147.9999999768543,-678093.1244160794,131348.16843786728,-546744.9559782121,300.76828780311774,520.3953654581676,1.0033649631677077,522
538000,2151.9999999767597,-678905.7375050313,130227.31928340314,-548678.4182216282,298.2017055273,520.3953654581676,1.0033649631677077,522
539000,2155.999999976665,-677965.3922683438,131282.14913670422,-546683.2431316397,300.61711316239814,520.3953654581676,1.0033649631677077,522
540000,2159.9999999765705,-677315.4323788919,132138.2379466499,-545177.194432242,302.5774325839557,520.3953654581676,1.0033649631677077,522
541000,2163.999999976476,-676940.7400350794,131530.37625815265,-545410.3637769268,301.1855173296756,520.3953654581676,1.0033649631677077,522
542000,2167.9999999763813,-677875.9659150168,132037.55892553704,-545838.4069894798,302.34689220293683,520.3953654581676,1.0033649631677077,522
543000,2171.9999999762867,-677362.779143319,131715.11615989078,-545647.6629834282,301.6085449561398,520.3953654581676,1.0033649631677077,522
544000,2175.999999976192,-675800.7232191074,131082.18157491193,-544718.5416441954,300.1592163992249,520.3953654581676,1.0033649631677077,522
545000,2179.9999999760976,-676451.7952450137,131973.9767436427,-544477.818501371,302.2012982124717,520.3953654581676,1.0033649631677077,521
546000,2183.999999976003,-677517.3554532547,131796.83752616798,-545720.5179270867,301.79567505246655,520.3953654581676,1.0033649631677077,521
547000,2187.9999999759084,-678900.2343679657,132213.6326668585,-546686.6017011072,302.75007557682136,520.3953654581676,1.0033649631677077,522
548000,2191.999999975814,-678440.518395768,130603.51587661228,-547837.0025191557,299.06314125619184,520.3953654581676,1.0033649631677077,521
549000,2195.999999975719,-678236.9479356431,130254.36460317645,-547982.5833324667,298.26363539368526,520.3953654581676,1.0033649631677077,521
550000,2199.9999999756246,-677374.9720697151,131080.13570933937,-546294.8363603757,300.15453166328496,520.3953654581676,1.0033649631677077,521
551000,2203.99999997553,-677238.4379232959,132060.90807739017,-545177.5298459057,302.4003583799535,520.3953654581676,1.0033649631677077,521
552000,2207.9999999754355,-677187.4602050176,131544.55281020602,-545642.9073948115,301.21797958125285,520.3953654581676,1.0033649631677077,521
553000,2211.999999975341,-678162.311044639,130807.96098165784,-547354.3500629811,299.5312909451109,520.3953654581676,1.0033649631677077,521
554000,2215.9999999752463,-678357.9570083995,131553.4750449671,-546804.4819634324,301.23841020700416,520.3953654581676,1.0033649631677077,521
555000,2219.9999999751517,-677363.8663768652,130825.89839721151,-546537.9679796537,299.5723650295679,520.3953654581676,1.0033649631677077,521
556000,2223.999999975057,-678152.7924721716,132046.14114147628,-546106.6513306953,302.3665442348174,520.3953654581676,1.0033649631677077,521
557000,2227.9999999749625,-677960.4853831241,131795.82006847335,-546164.6653146507,301.7933452216637,520.3953654581676,1.0033649631677077,521
558000,2231.999999974868,-678715.1853235802,131951.5008031549,-546763.6845204253,302.1498315630492,520.3953654581676,1.0033649631677077,521
559000,2235.9999999747733,-677063.6378934826,130699.89365232951,-546363.7442411531,299.28383240803277,520.3953654581676,1.0033649631677077,521
560000,2239.9999999746788,-679903.3302853843,130891.03273689374,-549012.2975484906,299.72151323663013,520.3953654581676,1.0033649631677077,521
561000,2243.999999974584,-678693.2538675172,131318.69740186445,-547374.5564656528,300.7008033977867,520.3953654581676,1.0033649631677077,521
562000,2247.9999999744896,-677692.7626504949,131314.68386860995,-546378.078781885,300.6916129877539,520.3953654581676,1.0033649631677077,521
563000,2251.999999974395,-677567.559340159,130617.91553873921,-546949.6438014198,299.0961143975334,520.3953654581676,1.0033649631677077,521
564000,2255.9999999743004,-678182.0597130689,131282.3940245167,-546899.6656885522,300.61767392003134,520.3953654581676,1.0033649631677077,521
565000,2259.999999974206,-677345.469763,132299.91590660496,-545045.5538563951,302.94765170287855,520.3953654581676,1.0033649631677077,521
566000,2263.9999999741112,-678116.5986849703,131883.94752348683,-546232.6511614835,301.9951443336581,520.3953654581676,1.0033649631677077,521
567000,2267.9999999740166,-678698.4542805571,132119.83547450008,-546578.618806057,302.5352935872292,520.3953654581676,1.0033649631677077,521
568000,2271.999999973922,-678465.5159372268,131472.16233563132,-546993.3536015955,301.0522158759037,520.3953654581676,1.0033649631677077,521
569000,2275.9999999738275,-677611.4276734395,132051.81719597685,-545559.6104774626,302.379541577787,520.3953654581676,1.0033649631677077,521
570000,2279.999999973733,-678899.3636661605,131121.18777925498,-547778.1758869055,300.2485349594567,520.3953654581676,1.0033649631677077,521
571000,2283.9999999736383,-678836.8326990837,131794.10402265147,-547042.7286764323,301.7894157251981,520.3953654581676,1.0033649631677077,521
572000,2287.9999999735437,-677295.3496108255,130730.05737392898,-546565.2922368966,299.352902963086,520.3953654581676,1.0033649631677077,521
573000,2291.999999973449,-677107.3262262121,130590.06600300007,-546517.260223212,299.0323429930289,520.3953654581676,1.0033649631677077,521
574000,2295.9999999733545,-678133.9788111066,132500.08669413452,-545633.8921169721,303.406013823565,520.3953654581676,1.0033649631677077,521
575000,2299.99999997326,-678176.5267119426,131340.15569493652,-546836.3710170061,300.74993978197244,520.3953654581676,1.0033649631677077,521
576000,2303.9999999731654,-677788.6703947703,130919.58170457702,-546869.0886901934,299.7868862390158,520.3953654581676,1.0033649631677077,521
577000,2307.9999999730708,-677098.2701887186,131175.9584952182,-545922.3116935004,300.37395196875286,520.3953654581676,1.0033649631677077,521
578000,2311.999999972976,-677519.2340954798,132476.88362621795,-545042.3504692619,303.3528821576115,520.3953654581676,1.0033649631677077,521
579000,2315.9999999728816,-676468.7279171422,131191.86555903548,-545276.8623581068,300.4103768417085,520.3953654581676,1.0033649631677077,521
580000,2319.999999972787,-677769.6200613584,131374.0563136302,-546395.5637477282,300.8275672903057,520.3953654581676,1.0033649631677077,521
581000,2323.9999999726924,-678072.082395664,131713.4112405546,-546358.6711551093,301.60464093771543,520.3953654581676,1.0033649631677077,521
582000,2327.999999972598,-678287.8248375347,131944.14777956117,-546343.6770579736,302.13299420366485,520.3953654581676,1.0033649631677077,521
583000,2331.9999999725032,-676905.0573719828,131321.62508204207,-545583.4322899408,300.7075073614942,520.3953654581676,1.0033649631677077,521
584000,2335.9999999724087,-678590.6975485142,131301.07484686153,-547289.6227016527,300.66045029840217,520.3953654581676,1.0033649631677077,521
585000,2339.999999972314,-677842.7159461416,130627.57641764183,-547215.1395284998,299.1182364114204,520.3953654581676,1.0033649631677077,520
586000,2343.9999999722195,-677658.1152543835,131364.28678970458,-546293.828464679,300.80519649504674,520.3953654581676,1.0033649631677077,521
587000,2347.999999972125,-678006.9467475326,132530.98695609753,-545475.959791435,303.47677094940707,520.3953654581676,1.0033649631677077,521
588000,2351.9999999720303,-676468.415042019,130889.90817181213,-545578.5068702069,299.71893814541914,520.3953654581676,1.0033649631677077,520
589000,2355.9999999719357,-677453.3997628563,131339.60480279737,-546113.794960059,300.7486783187376,520.3953654581676,1.0033649631677077,521
590000,2359.999999971841,-677540.7712183692,131618.4611545154,-545922.3100638539,301.38721898852185,520.3953654581676,1.0033649631677077,520
591000,2363.9999999717465,-679047.1829626136,131638.71164446895,-547408.4713181447,301.4335896784442,520.3953654581676,1.0033649631677077,520
592000,2367.999999971652,-677298.9246768253,130801.3776776914,-546497.5469991339,299.5162161322253,520.3953654581676,1.0033649631677077,520
593000,2371.9999999715574,-677141.8468244886,132182.56059294046,-544959.2862315482,302.67892502647896,520.3953654581676,1.0033649631677077,520
594000,2375.999999971463,-676506.0669583571,131427.17526713246,-545078.8916912246,300.9492020027252,520.3953654581676,1.0033649631677077,520
595000,2379.999999971368,-677181.676816429,132065.5577082674,-545116.1191081617,302.41100536144165,520.3953654581676,1.0033649631677077,520
596000,2383.9999999712736,-677120.9664005036,132129.88917225588,-544991.0772282478,302.5583150994137,520.3953654581676,1.0033649631677077,520
597000,2387.999999971179,-676144.1623289557,131660.37809757475,-544483.784231381,301.48320271896773,520.3953654581676,1.0033649631677077,520
598000,2391.9999999710844,-677534.9411682272,131652.5808304435,-545882.3603377837,301.46534810620454,520.3953654581676,1.0033649631677077,520
599000,2395.99999997099,-678756.8887387048,131580.42093739926,-547176.4678013056,301.3001123991743,520.3953654581676,1.0033649631677077,520
600000,2399.9999999708953,-676958.079255905,131291.12891359802,-545666.950342307,300.63767555130175,520.3953654581676,1.0033649631677077,520
601000,2403.9999999708007,-676637.2517344211,132334.6447680133,-544302.6069664079,303.02717576710694,520.3953654581676,1.0033649631677077,520
602000,2407.999999970706,-677288.5473881112,130931.0390015479,-546357.5083865633,299.81312179017556,520.3953654581676,1.0033649631677077,520
603000,2411.9999999706115,-677746.7077449718,131800.2863022884,-545946.4214426834,301.8035722504336,520.3953654581676,1.0033649631677077,520
604000,2415.999999970517,-676944.2453182302,131125.41062244744,-545818.8346957827,300.25820465894145,520.3953654581676,1.0033649631677077,520
605000,2419.9999999704223,-678010.4124958958,130520.52701257108,-547489.8854833246,298.87310877350666,520.3953654581676,1.0033649631677077,520
606000,2423.9999999703277,-678197.5988260354,131094.5300781979,-547103.0687478376,300.1874926838082,520.3953654581676,1.0033649631677077,520
607000,2427.999999970233,-677981.2048914167,131113.9136586032,-546867.2912328135,300.23187827638515,520.3953654581676,1.0033649631677077,520
608000,2431.9999999701386,-678091.2424043058,132189.05834890937,-545902.1840553965,302.6938039468368,520.3953654581676,1.0033649631677077,520
609000,2435.999999970044,-677760.238924494,131960.83631292952,-545799.4026115645,302.1712085287433,520.3953654581676,1.0033649631677077,520
610000,2439.9999999699494,-676447.9683241113,132050.68735117494,-544397.2809729364,302.376954396781,520.3953654581676,1.0033649631677077,520
611000,2443.999999969855,-676938.1754326164,132331.96068878367,-544606.2147438327,303.02102961429927,520.3953654581676,1.0033649631677077,520
612000,2447.99999996976,-677792.3663066132,131738.1889595918,-546054.1773470214,301.6613783267412,520.3953654581676,1.0033649631677077,520
613000,2451.9999999696656,-676761.3449852872,131042.56767711719,-545718.77730817,300.06850630897674,520.3953654581676,1.0033649631677077,520
614000,2455.999999969571,-677087.9253049293,131848.98035803187,-545238.9449468974,301.915074587667,520.3953654581676,1.0033649631677077,520
615000,2459.9999999694764,-679329.8789592222,131224.01507940417,-548105.863879818,300.4839945884193,520.3953654581676,1.0033649631677077,520
616000,2463.999999969382,-676812.4608899639,130856.525362082,-545955.9355278818,299.64249634463886,520.3953654581676,1.0033649631677077,520
617000,2467.9999999692873,-678199.3130791462,130374.69067255768,-547824.6224065885,298.53916467054,520.3953654581676,1.0033649631677077,520
618000,2471.9999999691927,-677989.054836724,130995.32771147136,-546993.7271252526,299.960333627529,520.3953654581676,1.0033649631677077,520
619000,2475.999999969098,-677662.1735255504,130202.83438332455,-547459.3391422259,298.14563865129213,520.3953654581676,1.0033649631677077,520
620000,2479.9999999690035,-679031.6319791754,131693.60511758178,-547338.0268615936,301.559287783839,520.3953654581676,1.0033649631677077,520
621000,2483.999999968909,-678022.2882523937,131882.77673251892,-546139.5115198748,301.9924633918606,520.3953654581676,1.0033649631677077,520
622000,2487.9999999688143,-676646.8861617986,131436.19943249112,-545210.6867293075,300.9698660347864,520.3953654581676,1.0033649631677077,520
623000,2491.9999999687197,-677220.4788745902,132532.6721785781,-544687.8066960122,303.48062986488395,520.3953654581676,1.0033649631677077,520
624000,2495.999999968625,-679048.4021608564,131469.54175994598,-547578.8604009105,301.0462151370177,520.3953654581676,1.0033649631677077,520
625000,2499.9999999685306,-677985.8903640523,130478.19216641539,-547507.6981976369,298.7761681054784,520.3953654581676,1.0033649631677077,520
626000,2503.999999968436,-676644.3446771996,131061.01147255057,-545583.333204649,300.1107399300395,520.3953654581676,1.0033649631677077,520
627000,2507.9999999683414,-678330.3853094894,131959.49597648153,-546370.8893330079,302.16813935234495,520.3953654581676,1.0033649631677077,520
628000,2511.999999968247,-678786.9699726244,131215.90774693707,-547571.0622256873,300.4654299709314,520.3953654581676,1.0033649631677077,520
629000,2515.999999968152,-677122.6702755704,130900.65961787742,-546222.0106576929,299.7435574002053,520.3953654581676,1.0033649631677077,520
630000,2519.9999999680576,-677930.3119502994,130753.8810225213,-547176.4309277781,299.40745566893304,520.3953654581676,1.0033649631677077,520
631000,2523.999999967963,-677420.1715945513,131499.87148369369,-545920.3001108576,301.11566581295506,520.3953654581676,1.0033649631677077,520
632000,2527.9999999678685,-678475.8378219055,131462.8239548374,-547013.0138670681,301.030832335991,520.3953654581676,1.0033649631677077,520
633000,2531.999999967774,-678320.9322347147,131781.53418171406,-546539.3980530007,301.76063260944045,520.3953654581676,1.0033649631677077,519
634000,2535.9999999676793,-677025.0512338285,131008.86197025154,-546016.189263577,299.9913251205084,520.3953654581676,1.0033649631677077,520
635000,2539.9999999675847,-676670.2843278116,131267.5882090556,-545402.696118756,300.58377074636155,520.3953654581676,1.0033649631677077,519
636000,2543.99999996749,-677285.3141108896,132214.95890442745,-545070.3552064621,302.7531124688282,520.3953654581676,1.0033649631677077,519
637000,2547.9999999673955,-677264.5218387134,131806.9573245973,-545457.5645141162,301.81884792562266,520.3953654581676,1.0033649631677077,520
638000,2551.999999967301,-677395.9893084974,131639.2927504853,-545756.6965580122,301.43492032708326,520.3953654581676,1.0033649631677077,519
639000,2555.9999999672063,-677653.4838151135,131887.84848286142,-545765.6353322521,302.00407696580544,520.3953654581676,1.0033649631677077,519
640000,2559.9999999671118,-676767.2581501459,131446.7156008984,-545320.5425492475,300.99394653780155,520.3953654581676,1.0033649631677077,519
641000,2563.999999967017,-677949.2777835615,131001.4204963335,-546947.857287228,299.97428522268814,520.3953654581676,1.0033649631677077,519
642000,2567.9999999669226,-678420.5913929082,131167.68022586254,-547252.9111670457,300.3549959305402,520.3953654581676,1.0033649631677077,519
643000,2571.999999966828,-678107.7263533603,131395.3447834599,-546712.3815699004,300.87631480385517,520.3953654581676,1.0033649631677077,519
644000,2575.9999999667334,-676996.7205316182,131741.571335927,-545255.1491956912,301.6691234788141,520.3953654581676,1.0033649631677077,519
645000,2579.999999966639,-677797.2338458025,131046.24216896693,-546750.9916768356,300.07692036328245,520.3953654581676,1.0033649631677077,519
646000,2583.9999999665442,-677283.5415274091,130622.54752852279,-546660.9939988863,299.10672098347135,520.3953654581676,1.0033649631677077,519
647000,2587.9999999664496,-677734.7309653852,131298.5560930716,-546436.1748723136,300.6546827169139,520.3953654581676,1.0033649631677077,519
648000,2591.999999966355,-676573.3495846819,131064.02028440978,-545509.3293002722,300.11762967355077,520.3953654581676,1.0033649631677077,519
649000,2595.9999999662605,-678036.7983028688,132068.67609610083,-545968.122206768,302.4181460180684,520.3953654581676,1.0033649631677077,519
650000,2599.999999966166,-676768.341973504,131294.83845086463,-545473.5035226394,300.6461698545379,520.3953654581676,1.0033649631677077,519
651000,2603.9999999660713,-676800.5270443563,132700.78257835284,-544099.7444660035,303.8655783396399,520.3953654581676,1.0033649631677077,519
652000,2607.9999999659767,-676293.1605217718,130670.44470508245,-545622.7158166893,299.2163985827541,520.3953654581676,1.0033649631677077,519
653000,2611.999999965882,-678293.8042737725,131601.5359346232,-546692.2683391493,301.3484626855737,520.3953654581676,1.0033649631677077,519
654000,2615.9999999657875,-677052.4526750199,131421.6190234956,-545630.8336515243,300.9364790092861,520.3953654581676,1.0033649631677077,519
655000,2619.999999965693,-677126.1532324171,131545.8824315928,-545580.2708008243,301.22102422171247,520.3953654581676,1.0033649631677077,519
656000,2623.9999999655984,-677509.5709337592,131275.65549682447,-546233.9154369347,300.6022436672886,520.3953654581676,1.0033649631677077,519
