CV,equilibration_time_ns
0.0,6.8325000000000005
0.2,8.3165
0.4,5.6235
0.6,2.3515
0.8,8.8565
1.0,2.9025
1.2,6.7165
1.4,8.8825
1.6,3.8835
1.8,6.6395
2.0,7.7445
2.2,6.460500000000001
2.4,3.996
2.6,3.5205
2.8,7.138
3.0,1.4995
3.2,7.958
