sampling_time_ns,dg_repeat1,dg_repeat2,dg_repeat3,av_dg_kcal_mol,std_dev_kcal_mol,sem_kcal_mol
10,-20.451863188245603,-21.961382871121437,-21.8041300275914,-21.405792028986145,0.8298598008682053,0.4791197794209076
12,-20.30353237486165,-21.19109323186312,-20.698471981155368,-20.731032529293376,0.44467539924261873,0.25673346145473025
14,-20.05940918071512,-21.42772658152205,-20.51109287872282,-20.66607621365333,0.6972001168369061,0.40252867513482626
16,-19.73285126470242,-21.63183171393744,-20.33996168256714,-20.568214887069,0.9698486122422602,0.5599423573512539
18,-19.58686700046353,-21.855497293332213,-20.353505478598223,-20.598623257464656,1.1540073204133805,0.666266437087464
20,-20.022035146690254,-21.587499677633797,-20.420502998094623,-20.67667927413956,0.8135659240140042,0.46971250523299196
22,-20.181757311333143,-21.352886533386386,-20.361244738270035,-20.63196286099652,0.6307552141410904,0.3641666926771186
24,-20.54263851573071,-21.13931493809512,-20.364991390736897,-20.682314948187575,0.4056185009787679,0.23418395072838413
26,-20.87628650533705,-21.019306687169777,-20.242247444381647,-20.71261354562949,0.4135781606966083,0.2387794624091371
28,-20.85604035554545,-20.484331291674856,-20.14529978596505,-20.495223811061788,0.35549546346727584,0.2052454015285225
30,-21.18812196080146,-20.319048736608075,-20.16383365575517,-20.5570014510549,0.5520486877967473,0.31872545850523176
