sampling_time_ns,dg_kcal_mol
10,-10.313180884974502
12,-9.900756102030824
14,-9.671637238723159
16,-9.617561508207976
18,-9.425399459336578
20,-9.282978342174673
22,-9.204110220702974
24,-9.375412086432219
26,-9.293163382986922
28,-9.257948547485157
30,-9.273825152145644
