sampling_time_ns,av_dg_kcal_mol,std_dev_kcal_mol,sem_kcal_mol
10,2.2097168293393703,0.01936417044957566,0.011179909021696305
12,2.212596032733742,0.006397165152266169,0.003693405022711366
14,2.219940026187943,0.001969216766140545,0.001136927830023968
16,2.230633912019553,0.006665950976529462,0.0038485885907041336
18,2.235381583788334,0.008746926899258961,0.00505004059986914
20,2.247195713481053,0.01581638195415112,0.00913159237883509
