,Frame number,HADDOCK score
0,1,-62.707
1,2,-69.2275
2,3,-70.5345
3,4,-67.3061
4,5,-65.0591
5,6,-72.7208
6,7,-81.9368
7,8,-80.3333
8,9,-77.5325
9,10,-70.8757
10,11,-75.8925
11,12,-77.5077
12,13,-61.7694
13,14,-66.9248
14,15,-69.6424
15,16,-57.4822
16,17,-74.6973
17,18,-69.4988
18,19,-71.1427
19,20,-77.2818
20,21,-74.2134
21,22,-75.0361
22,23,-66.5646
23,24,-82.6911
24,25,-79.9221
25,26,-71.5662
26,27,-78.6512
27,28,-61.9252
28,29,-69.4124
29,30,-72.6563
30,31,-63.1951
31,32,-68.0319
32,33,-68.681
33,34,-67.9493
34,35,-71.6304
35,36,-64.807
36,37,-57.3305
37,38,-74.8194
38,39,-70.4824
39,40,-63.3399
40,41,-54.8422
41,42,-74.6105
42,43,-77.1748
43,44,-71.148
44,45,-68.3373
45,46,-81.0266
46,47,-66.1698
47,48,-72.7063
48,49,-74.9936
49,50,-64.3824
50,51,-71.3327
51,52,-64.7125
52,53,-70.6288
53,54,-76.7197
54,55,-77.198
55,56,-74.7151
56,57,-71.5493
57,58,-76.7089
58,59,-67.4116
59,60,-70.5443
60,61,-80.5923
61,62,-83.5151
62,63,-74.2377
63,64,-72.224
64,65,-70.9653
65,66,-76.2209
66,67,-78.2877
67,68,-74.9281
68,69,-76.3804
69,70,-76.4483
70,71,-66.4505
71,72,-75.218
72,73,-78.4451
73,74,-77.8243
74,75,-70.1431
75,76,-70.9356
76,77,-80.2887
77,78,-76.6299
78,79,-66.55
79,80,-75.2873
80,81,-74.4898
81,82,-76.1921
82,83,-82.9295
83,84,-75.3984
84,85,-84.6408
85,86,-72.556
86,87,-81.8112
87,88,-58.9685
88,89,-63.6468
89,90,-65.3694
90,91,-72.9886
91,92,-82.8144
92,93,-68.9365
93,94,-77.093
94,95,-70.8571
95,96,-68.8354
96,97,-71.5619
97,98,-61.2295
98,99,-65.2326
99,100,-60.2625
